Chinese,English,Frequency Count
行為,Behavior,686
喲,Yo,686
角,horn,686
誓,oath,686
更是,even more,686
气球,balloon,685
就象,Like,685
司令官,Commander,685
病情,Condition,685
阳台,balcony,685
共享,shared,685
语,language,685
汽车旅馆,Car hotel,685
黑洞,Black hole,684
采用,use,684
妖,Monster,684
低估,underestimate,684
集会,assembly,684
涂,Coat,684
时会,Timely,684
將會,will,684
部位,Site,684
保持沉默,remain silent,684
小型,Small,684
佛罗里达,Florida,684
炫耀,show off,683
懷疑,Suspect,683
统一,Unite,683
太漂亮,so beautiful,683
娘娘腔,Maiden,683
枪手,Gunner,683
我国,Our country,683
帕克,Parker,683
分成,Divide,683
妄想,Delusion,683
我以,To,683
闽,Fujian,682
克劳,Be overworked,682
冰冷,Cold,682
底特律,Detroit,682
改革,reform,682
刷,brush,682
那家,that house,682
雅,elegant,682
太高,Too high,682
搬出去,move out,681
阿拉,Allah,681
罗素,Russell,681
库珀,Cockle,681
冰块,Ice cubes,681
失敗,fail,681
我救,I am rescued,681
决不,never,680
频率,frequency,680
打給,Give,680
差别,difference,680
宪法,constitution,680
强调,emphasize,680
北极,Arctic,680
模拟,simulation,680
胆量,courage,680
两倍,double,679
嘅,generous,679
急救,first aid,679
共和国,Republic,679
前夫,Ex -husband,679
洋葱,onion,679
敵人,enemy,679
这倒,This,679
组长,Team leader,679
ﺻ,Bleak,679
归来,Return,679
运用,use,679
陈述,statement,678
接待,Receive,678
宫,palace,678
沙子,sand,678
米拉,Mira,678
ㄤ,Bleak,677
恶意,Malicious,677
桶,bucket,677
吃醋,Jealous,677
两句,Two sentences,677
库,Library,677
叶,leaf,677
愛情,love,677
这真,This is true,677
料,material,676
真要,Really want,676
乔丹,Jordan,676
处死,Execute,676
自以为是,opinionated,676
圣斗士,Saint Seiya,676
举起手来,Put your hands up,676
庆幸,Fortunately,676
關心,care,675
出错,Go wrong,675
瘋狂,crazy,675
血管,Blood vessel,675
和解,reconciliation,675
解救,rescue,675
特意,specially,675
震撼,Shock,674
總統,president,674
樣,Sample,674
向下,down,674
扔进,Throw,674
莎莉,Sally,674
伍德,Wood,674
服务生,Waiter,674
符号,symbol,674
发起,Initiate,674
神像,Statue,674
之子,the son of,674
飛,fly,673
一秒,One second,673
逃亡,escape,673
上诉,appeal,673
平均,average,673
車,car,673
职员,staff,673
骗局,scam,673
ェ,Bleak,673
偏偏,Bias,673
正常人,Normal person,672
岛屿,islands,672
网,net,672
錯誤,mistake,672
这么回事,Such a matter,672
会上,At the meeting,672
加里,Garr,672
船只,vessel,672
太糟,Too bad,672
担忧,Worry,672
迟早会,Sooner or later,672
顺序,order,671
有话,Say,671
精英,Elite,671
瘟疫,plague,671
我出,I am out of,671
不带,Without,671
数到,Count,671
封面,Cover,671
料理,Cook,671
激怒,Be angry,671
个头,One,670
长相,Look,670
歷史,history,670
哪边,Where,670
差一点,Almost,670
谈恋爱,fall in love,670
じ,Bleak,670
卫生间,bathroom,670
阁楼,attic,670
十足,Full,670
喜剧,comedy,669
癘,Bleak,669
点火,ignition,669
星期三,Wednesday,669
房屋,houses,669
司令部,headquarters,669
趕,Rush,669
协调,coordination,669
舞者,Dancer,668
束缚,Bind,668
機,machine,668
讲述,Tell,668
乾,Dry,668
洗手,handwashing,668
零钱,small change,668
阿拉伯,Arab,668
缺陷,defect,668
以免,so as not to,668
一块儿,One by one,668
拿掉,Remove,667
曝光,exposure,667
捣乱,make trouble,667
集体,collective,667
特征,feature,667
戈,Scrifid,667
缺点,shortcoming,667
徽章,badge,667
电线,electric wire,667
糑,Bleak,667
欧元,EUR,667
德尔,Dier,667
操蛋,Fuck,666
並,and,666
回避,avoid,666
扳机,trigger,666
供应,supply,666
穿著,Wear,666
天主教,Catholicism,666
况且,Even,666
戰鬥,fighting,666
能耐,ability,666
艾瑞克,Irak,666
汉斯,Hangs,666
別說,Don't say,666
表妹,cousin,666
哈罗德,Harold,665
圆,round,665
包装,Package,665
法郎,franc,665
辉煌,brilliant,665
印,print,664
使者,messenger,664
反應,reaction,664
沒法,Not,664
箱,box,664
一大笔钱,A lot of money,664
牢,prison,664
可要,In order,664
私事,Private affairs,664
粉,pink,663
偷来,Steal,663
五百,five hundred,663
没理由,No reason,663
蜜月,Honeymoon,663
資料,material,663
牧场,pasture,663
很难说,Hard to say,663
找死,court death,663
右转,Turn right,663
推出,roll out,662
外人,outsider,662
必定,Must,662
近来,recently,662
一切都在,Everything is,662
墓,tomb,662
汉弗莱,Hamphori,662
写信给,Write to,662
树木,Trees,661
丫头,Girl,661
口供,Confession,661
不用谢,You're welcome,661
拨,dial,661
美麗,beauty,661
险,risk,661
哪种,Which one,661
妓院,brothel,661
杆,Rod,661
偷东西,Stole,661
實際,actual,661
脚趾,toe,660
队友,teammate,660
台湾,Taiwan,660
別動,do not move,660
遺憾,Pity,660
名誉,reputation,660
会派,Faction,660
资助,Fund,660
分心,Distract,660
气候,climate,660
事务,Affairs,660
首尔,Seoul,659
废,Abandon,659
软,soft,659
罩,cover,659
赦免,pardon,659
兇手,murderer,659
原地,Original,659
恶化,deterioration,659
帕蒂,Patty,659
理性,reason,659
九个,nine,659
仙子,Fairy,659
战斗机,fighter,659
宁静,peaceful,658
山羊,goat,658
送走,Send away,658
美食,gourmet food,658
冲击,Shock,658
领,collar,658
丑闻,scandal,658
品牌,brand,658
上衣,Jacket,658
老友,Old friend,657
潜在,potential,657
圈套,trap,657
老头子,Old man,657
官司,lawsuit,657
生于,Be born in,656
越來,Increasing,656
占据,occupy,656
巨星,Superstar,656
拖延,procrastination,656
好意,kindness,656
别生气,do not be angry,656
拉姆,Ram,656
黄油,butter,655
破碎,broken,655
ヴ,Bleak,655
天花板,ceiling,655
金字塔,pyramid,655
服务器,server,654
邓肯,Duncan,654
施,Apply,654
坠落,come down,654
罗莎,Rosa,654
跌,fall,654
紐約,New York,654
住所,residence,654
ﻷ,Bleak,654
查到,Find out,653
性别,gender,653
提交,submit,653
报答,repay,653
我开,I open,653
一个男孩,a boy,653
二位,Two,653
烧毁,burn,653
脱衣服,Undress,653
科林,Scope,653
高尚,noble,652
蟑螂,cockroach,652
黑社会,Underworld,652
两边,On both sides,652
劲,strength,652
再见面,See you again,651
焊,weld,651
屈服,yield,651
转过身,Turn around,651
会到,Be able to,651
大伙儿,Guy,651
一招,one move,651
回想,recall,651
黑客,hacker,651
领导人,leader,651
毛衣,sweater,651
大忙,Busy,651
王牌,trump card,650
泰,Thai,650
上头,On top of,650
ﾑ,Bleak,650
夜间,at night,650
正確,correct,650
先去,Go first,650
说点,Point out,650
咨询,consult,649
凯勒,Kaille,649
坐标,coordinate,649
递给,Handle,649
管好,Manage,649
格拉,Gera,648
乾杯,cheers,648
这艘,This ship,648
吊,Hang,648
架飞机,Airplane,648
尝,taste,648
本片,Film,648
埋伏,ambush,648
蒙特,Monster,648
谎话,lie,647
市区,Urban area,647
杨,Poplar,647
销毁,destroy,647
不光,not only,647
我媽,my mother,647
反映,reflect,647
茉莉,Jasmine,647
給他,give him,647
过时,Outdated,647
第二季,second season,646
总裁,President,646
炮,gun,646
执照,license,646
逃出去,Escape,646
收买,buy,646
数目,number,646
堆,heap,646
恶棍,douchebag,646
终,end,646
高地,Highland,646
土,earth,646
四天,Four days,645
买家,Buyer,645
那太,That too much,645
地带,zone,645
前门,Front door,645
再试一次,try again,645
太酷,too cool,645
殖民地,colony,645
温,temperature,645
绝不能,Never,645
琴,Piano,645
せ,Bleak,645
夸奖,Praise,645
察觉,aware,644
部份,Part,644
胡闹,Bullish,644
贫穷,poverty,644
离谱,Outrageous,644
猪肉,pork,644
另一半,Another half,644
顶级,Top -level,644
月光,moonlight,644
推翻,overthrow,644
米尔,Mir,643
綁,tie,643
做错,Do wrong,643
大學,University,643
安德森,Anderson,643
欸,Eh,643
三位,Three,643
前提,premise,643
意味著,mean,643
在内,Inside,643
宫殿,palace,643
两份,Two copies,643
眼看,Look at,642
河里,River,642
一击,one strike,642
露面,Show up,642
鱼雷,torpedo,642
条款,Clause,642
待遇,treatment,642
负,burden,642
检验,test,642
先回去,Go back first,642
录影带,Videos,642
世代,Generation,642
凶器,Murder,642
一張,One,642
升级,upgrade,642
雅各,Jacob,642
引用,Quote,641
这颗,This,641
捏,pinch,641
泄漏,leakage,641
豆子,beans,641
尼基塔,Nikita,641
时速,Speed,640
不在意,Do not care,640
事态,situation,640
万物,All things,640
方位,position,640
探員,Agent,640
根據,according to,640
未必,not necessarily,640
冲浪,surf,640
出示,show,640
末日,end,640
柜子,cabinet,640
海报,poster,640
小声点,Whisper,640
天地,world,640
摘,Pick,640
最早,Earlier,639
西德,West Germany,639
打开门,open the door,639
尋找,Look for,639
建筑物,building,639
萨尔,Salle,639
趴在,Ly,639
推迟,put off,639
應,answer,639
還活,Alive,639
另一方面,on the other hand,639
超級,super,639
再也不能,No longer,638
阿尔伯特,Albert,638
尼亚,Nya,638
介紹,introduce,638
放进去,put in,638
掌管,Control,637
诺曼,Norman,637
遵循,follow,637
茱莉亚,Julia,637
颤抖,Trembling,637
ﾈ,Bleak,636
买个,Buy,636
那间,That time,636
乱跑,Run around,636
手脚,Hands and feet,636
肖,resemble,636
撤销,Revoke,636
谈一谈,Talk about,636
白兰地,Brandy,636
草原,grassland,635
进城,Enter the city,635
罪过,Sin,635
悲痛,Sorrow,635
幽默感,sense of humor,635
结尾,end,634
充足,adequate,634
贩毒,Drug trafficking,634
喜悦,joy,634
妈呀,Damn,634
一刀,One knife,634
桑,mulberry,634
帅气,Handsome,634
南希,Nanxi,634
此次,This time,634
選手,Player,633
审查,Review,633
廉价,cheap,633
几句话,a few words,633
山顶,Peak,633
制片人,Producer,633
这车,This car,633
再会,Be at a time,633
爱河,Love river,633
婓,Bleak,633
菜鸟,Rookie,632
奇特,strange,632
意,meaning,632
及其,and,632
金融,finance,632
振作起来,cheer up,632
多莉,Dolly,632
总督,Governor,631
西雅图,Seattle,631
伯特,Better,631
帶來,bring,631
之用,Use,631
危害,harm,631
金币,gold,631
盟友,ally,630
明亮,Bright,630
猩猩,Chimpanzees,630
务必,be sure,630
年度,year,630
探望,visit,630
立正,stand at attention,630
上下,up and down,630
真實,reality,630
推动,promote,630
记下,Write down,630
你媽,Your mother,629
靈魂,soul,629
罗密欧,Romeo,629
气色,Look,629
牵扯,involve,629
射中,Shot,629
莉娅,Liya,629
正事,Righteousness,629
球场,court,629
苦难,suffering,629
酋长,Chief,629
拍卖,auction,629
冤枉,Unjust,628
潜力,potential,628
功劳,Credit,628
盢,Bleak,628
回收,Recycle,628
马路,road,628
支撑,support,628
抄,copy,628
這也,It also,627
脏话,bad language,627
零件,Component,627
优先,priority,627
灭绝,Extinction,627
筹码,Chip,627
性生活,Sex life,627
凡人,mortal,627
研究所,graduate School,627
壓力,pressure,626
一塊,piece,626
终极,ultimate,626
句,sentence,626
交叉,cross,626
传染,infect,626
包里,In the bag,626
還以,Also to,626
订单,Order,626
晒,show,626
防卫,defensive,625
野餐,picnic,625
关在,Be in,625
健身,fitness,625
特效,Special effect,625
流言,gossip,624
空虚,emptiness,624
梯子,ladder,624
条路,Way of,624
鑰匙,key,623
孤儿院,Orphanage,623
忠告,advice,623
皑,White,623
语气,Tone,623
半天,long time,623
下个月,next month,623
天吶,Hey,623
前行,Forward,623
闯,Break through,623
倒数,reciprocal,623
有天,Someday,623
麻醉,anaesthetization,623
知名,famous,622
里边,inside,622
探险,Explore,622
撑住,Hold,622
调情,flirt,622
松开,release,622
指向,direction,622
管理员,administrator,622
结,Knot,622
追随,follow,622
打碎,Break,622
布什,Bush,622
找個,Find a,622
有太多,Too much,622
大学生,College Students,621
辨,Discern,621
一帮,A bunch,621
大西洋,Atlantic,621
肥皂,Soap,621
刺客,assassin,621
谷,valley,621
纸条,Note,621
罗恩,Ron,621
缓慢,slow,621
念书,study,621
公子,Daughter -in -law,621
盲目,Blind,621
ﺰ,Bleak,621
不愧,Depends on,620
忽视,Ignore,620
鲜花,Flower,620
支配,Dominate,620
方舟,ark,620
夏洛克,Sherlock,620
露营,camping,620
伤亡,casualties,620
虔诚,Pious,620
旅客,Traveler,620
哲学,philosophy,619
职业生涯,career,619
ア,Kettle,619
一栋,One building,619
ﻡ,Bleak,619
并非如此,it's not true,619
分辨,Distinguish,619
特地,specially,619
书上,In the book,619
利息,Interest,619
小提琴,violin,619
坠入,Fall,619
現,now,619
自行,On my own,618
特权,privilege,618
格雷格,Greg,618
雄,male,618
飞翔,fly,618
情节,plot,618
面条,Noodle,618
领主,Lord,618
那套,That set,618
精,Refined,618
偷窃,theft,617
桑德斯,Sanders,617
纠缠,Entanglement,617
注视,Look at,617
抚摸,Stroke,617
吴,Wu,617
活命,Alive,617
大屠杀,massacre,617
的士,Scholar,617
武力,force,616
几位,Several,616
列,List,616
灭亡,Destroy,616
要用,Use,616
衄,bleed at the nose,616
人住,Live,616
仗,battle,616
减肥,lose weight,616
少数,few,616
伊娃,Eva,615
囚禁,captivity,615
把头,Head,615
发抖,trembling,615
响起,Loud,615
容,Allow,615
通向,Lead,615
针,Needle,615
养活,feed,615
看得见,visible,615
仔细听,Listen carefully,615
材,material,615
記憶,memory,614
难民,refugee,614
无处不在,everywhere,614
十五,fifteen,614
霍,Bleak,614
赶时间,Hurry up,614
到家,Home,614
骨折,fracture,614
登机,Board,614
璸,pearl,614
闪耀,shine,614
烤肉,Grilled meat,614
穷,poverty,614
系統,system,613
最低,lowest,613
一带,Area,613
中枪,Gun,613
基佬,gay,613
示范,demonstration,613
捡起来,pick it up,613
建議,suggestion,613
扭,Twist,613
野,wild,613
擅自,unauthorized,613
血压,blood pressure,612
影响力,Influence,612
伴随,Accompany,612
托德,Todd,612
克莉丝,Kris,612
八卦,Gossip,612
道具,Prop,612
實話,truth,612
一有,There are a,612
低头,Bow my head,612
必然,inevitable,612
日常,daily,611
恋人,Lover,611
写给,Write to,611
イ,イ,611
尾,tail,611
呕吐,Vomit,610
插入,insert,610
手榴弹,Grenade,610
躲开,Avoid,610
最少,least,610
领养,Adopt,610
鬼混,fool around,610
說話,say,610
剥夺,deprivation,610
莱特,Ledt,609
不定,indefinite,609
婚禮,wedding,609
多远,How far,609
咖啡馆,coffee shop,609
活人,Living person,609
这比,This comparison,609
經歷,experience,609
聋,deaf,609
定罪,conviction,609
体面,Decent,608
小猫,kitten,608
キ,Bleak,608
非常高兴,very happy,608
挖出来,dig it out,608
冯,Von,608
大炮,cannon,608
毒气,poison gas,608
那本,That book,608
警车,police car,608
一瞬间,For a moment,608
琩,Bleak,608
完全正确,Completely correct,608
不能不,Be,607
安靜,Quiet,607
特洛伊,Troy,607
艺术品,artwork,607
华生,Watson,607
走着瞧,Look at,607
兰德尔,Randar,607
吉利,auspicious,607
加密,encryption,607
罐子,Jar,607
很强,Very strong,607
钡,barium,607
倾听,listen,606
刚刚开始,just started,606
紫色,Purple,606
印度人,Indian,606
共产党,Communist Party,606
陳,List,606
替代,Replace,606
同居,Cohabitation,606
三十年,Thirty years,606
鐘,bell,606
讀,read,605
离家出走,runaway,605
赶出去,Get out,605
得罪,offend,605
怎样才能,How,605
泥,mud,605
摸摸,Touched,605
甡,Bleak,605
地雷,Mines,605
獶,Bleak,604
给出,Give,604
邪,evil,604
光是,just,604
别用,do not use,604
虾,shrimp,604
喝啤酒,drink beer,604
伴,Accompany,604
佩吉,Peggy,604
乞丐,beggar,604
认定,Determine,604
真会,True meeting,604
猛,fierce,604
晋级,Advance,604
踏上,set foot on,604
大火,Fire,604
动摇,shake,603
多麼,how,603
消防员,Firemen,603
人死,Death,603
布丁,pudding,603
大老远,Long -distance,603
不爱,do not love,603
马克思,Marx,603
拍电影,filming,603
國王,king,603
看样子,Look,602
爺爺,grandfather,602
输给,Lose to,602
坠毁,Crash,602
认可,Recognize,602
扇,fan,602
管子,tube,602
女演员,actress,602
此人,This person,602
前科,Foreskin,602
划,Draw,602
在线,Online,602
那头,Last,602
老太婆,Old lady,601
用到,Use,601
我什至,What am I coming,601
沖,rush,601
莎士比亚,Shakespeare,601
太重,Too heavy,601
上网,Surf the Internet,601
钟头,hour,601
秒钟,Second,601
五天,Five days,601
â,bleak,601
吞噬,Swallow,601
雨果,Hug,601
帮会,Gang,601
周三,Wednesday,600
阿尔,Al,600
严厉,severe,600
一万,"10,000",600
杀光,Kill,600
唯有,Only,600
门锁,Door lock,600
逗我,Tease me,599
五分,Five points,599
救赎,Redeem,599
升职,Promotion,599
好多年,many years,599
伯爵夫人,Earl,599
盖瑞,Cover,599
有件,Informal,599
试镜,Audition,599
不算什么,A piece of cake,599
币,currency,599
窥,peep,598
偏见,bias,598
弗朗西斯,Francis,598
一轮,One round,598
名为,Name,598
底部,bottom,598
打起精神,cheer,598
厌烦,Boring,598
深夜,late at night,598
循环,cycle,598
人心,Human heart,598
十天,Ten days,598
下水道,sewer,598
好比,like,597
布斯,Bass,597
德鲁,Delu,597
亲眼,Self -evident,597
野人,Savage,597
级别,level,597
獲得,get,597
贱货,Cheap goods,597
游艇,yacht,597
和谐,harmonious,597
用餐,Dine,597
布尔,Boer,597
做手术,Surgery,596
玛莉,Mary,596
否定,negative,596
莱斯特,Leicester,596
西斯,Sissus,596
步骤,step,596
意大利语,Italian,596
唐尼,Downey,596
来回,back and forth,596
皇室,Royal family,596
很傻,Very stupid,596
尤,especially,596
南瓜,pumpkin,596
經常,often,596
真爱,Love,596
贴心,intimate,595
帮到,Help,595
破裂,rupture,595
局势,situation,595
表格,sheet,595
尖叫声,Scream,595
重回,return,595
入狱,jail,595
恢,Recover,595
请稍等,Please wait,594
愛的,Love,594
管它,Control it,594
布鲁克,Brook,594
百姓,People,594
追上,Catch up,593
头绪,Clue,593
通行证,Pass,593
吹牛,boast,593
性关系,Sexual relationship,593
威脅,threaten,593
罪孽,Sin,593
奎恩,Queen,593
缩小,Narrow,593
选票,vote,593
男士,Men,593
北边,North,593
呆子,fool,593
摆平,Set,592
调查员,investigator,592
纪念日,Commemorative day,592
ひ,Bleak,592
村民,Villager,592
只會,Only,592
场所,place,592
火腿,Ham,592
感恩,grateful,592
揭露,Expose,592
诺拉,Prevail,592
马桶,toilet,591
侏儒,dwarf,591
為止,until,591
噁,evil,591
我下,Me,591
众多,numerous,591
脱衣舞,Undressing dance,591
我过,I,591
跳跃,jump,591
合格,qualified,591
发泄,vent,591
宝,precious,590
安置,Placement,590
村里,Village,590
淑女,Lady,590
情景,scene,590
爹地,Daddy,590
学长,Senior,590
原理,principle,590
存,live,590
报社,Newspaper,590
棉花,cotton,590
身高,height,590
日出,sunrise,590
厂,factory,590
ﾟ,Bleak,590
吃饱,Be full,589
电影院,Cinema,589
难题,problem,589
赏金,Bounty,589
巫婆,witch,589
心底,In the bottom of the heart,589
火車,train,589
玩耍,play,589
牡,male,589
三千,Three thousand,589
马库斯,Marcus,589
这样一来,Thus,589
火柴,matches,589
史考特,Starte,588
铺,shop,588
路程,Journey,588
平,flat,588
遲到,be late,588
捕捉,Capture,588
监听,monitor,588
迷信,superstitious,588
音,sound,588
岂,How can,588
本案,This case,587
ì,ì,587
尔顿,Erdon,587
不怪,No wonder,587
教父,godfather,587
文学,literature,587
哀悼,Mourn,587
有病,ill,586
瘾君子,Addict,586
古董,antique,586
屠夫,Butcher,586
感人,Touching,586
第一名,First place,586
瞎子,blind,586
诗歌,Poetry,586
饮食,diet,586
很惨,Miserable,586
有份,Share,585
砍掉,Cut off,585
丧命,Funeral,585
伯母,aunt,585
将近,nearly,585
韦德,Wade,585
坻,islet,585
艾伯特,Albert,584
届,Session,584
损害,damage,584
乱搞,Be in a mess,584
监视器,Monitor,584
自尊,Self -esteem,584
咪咪,Mimne,584
比喻,simile,584
絋,Bleak,584
安东,Anton,584
外交,diplomatic,584
判,Judge,583
期限,the term,583
梅根,Plumgen,583
群众,the masses,583
脉搏,pulse,583
捕猎,Hunt,583
根本就是,Simply,583
遇害,Be killed,583
庇护,shelter,583
巨型,Giant,583
麦克风,microphone,583
峡谷,canyon,583
時間軸,Timeline,582
补给,supply,582
富人,Rich man,582
不惜一切,Do everything,582
后代,Descendants,582
每日,daily,582
代号,Code,582
守护者,protector,582
狂野,Wild,582
棍子,stick,582
幾,Several,582
頭,head,582
发了,Send,582
創造,create,582
雷诺,Renault,582
柯南,Conan,582
时空,Space -time,582
充电,Charge,581
粮食,food,581
跌倒,fall,581
魔术师,magician,581
传到,Pass to,581
转动,Turn,581
政权,regime,581
命中注定,Destined,581
累死,Exhausted,580
音乐家,musician,580
甚,very,580
值班,Duty,580
老娘,Old mother,580
窝,nest,580
雷蒙,Raymond,580
我犯,I criminal,580
缝,Sewing,580
塞进,Stuff,580
十字,Cross,580
煎,fry,580
安全感,sense of security,580
里德,Ride,579
可好,Good,579
各就各位,Just everyone,579
弯,bend,579
一出,One out,579
运,transport,579
出海,Go to the sea,579
新聞,news,579
骆驼,camel,579
外界,outside world,579
接著,then,578
歇,rest,578
副作用,side effect,578
会员,member,578
不顾,regardless of,578
惡,evil,578
外边,outside,578
塑料,plastic,578
突袭,Raid,578
立马,Immediately,578
冷血,Cold blood,578
长久,long,578
確認,confirm,578
准,allow,578
播出,Broadcast,577
哒,clatter,577
构成,constitute,577
玛姬,Maggie,577
访客,Visitor,577
懦弱,cowardly,577
维奇,Victor,577
轻点,lighter,577
啥事,What,577
众人,Crowd,577
ﺲ,Bleak,577
學生,student,577
粉红色,Pink,577
言语,speech,577
转换,Convert,577
迷恋,Obsessed,577
ﻩ,Bleak,576
股份,Shares,576
权威,authority,576
猜想,guess,576
领土,territory,576
忍者,Ninja,576
步,step,576
学费,tuition fee,576
国度,country,576
成本,cost,576
兄弟姐妹,brothers and sisters,576
亲亲,Kiss,576
无权,No right,576
银河系,Milky Way,576
身分,identity,575
趕快,hurry up,575
很差,Poor,575
领地,territory,575
不妥,inappropriate,575
必,must,575
患,Suffer,574
烟雾,smoke,574
差點,Almost,574
烧伤,burn,574
丝毫,slightest,574
弄死,Kill,574
乌龟,turtle,574
願,willing,574
所能,Be able to,574
撕裂,Tear,574
玩儿,play,574
柔软,soft,573
假释,Parole,573
伤人,Hurt,573
未经,Not,573
食,Food,573
呈,Present,573
滴,drop,573
轮椅,wheelchair,573
无敌,Invincible,573
准备就绪,Ready,573
视野,Vision,573
赫克托,Herkito,573
特纳,Turner,573
鲸,whale,573
弗斯,Felus,573
忘不了,Unforgettable,572
活動,Activity,572
抵押,mortgage,572
行踪,whereabouts,572
无家可归,Homeless,572
嚼,chew,572
同性,homosexual,572
迷你,Mini,572
烧烤,barbecue,571
指南,guide,571
骨灰,Ashes,571
出击,Attack,571
洗衣服,do the laundry,571
每月,per month,571
离家,Leave home,571
真糟糕,Really bad,571
忧郁,Melancholy,571
有枪,Gun,571
ゲ,Bleak,571
還想,Still want,571
課,class,571
时髦,fashionable,570
號碼,Number,570
生日礼物,birthday present,570
二人,Two,570
杀了人,Kill,570
矪,Bleak,570
丫,Daemon,570
共同点,Common point,570
王位,Throne,570
照相,Take pictures,569
难忘,memorable,569
一大早,Early in the morning,569
人想,Want to,569
奧,profound,569
難過,sad,569
宇航员,astronaut,569
充滿,full,569
墨西哥人,Mexican,569
窗,window,569
人造,Artificial,569
参赛,Participate,569
谜,puzzle,569
恩怨,resentment,568
果,fruit,568
煎饼,Pancake,568
不知情,Unknowing,568
与此同时,at the same time,568
基德,Kidd,568
团聚,Reunion,568
二楼,Second floor,568
霍尔,Hall,568
越是,More,568
美国政府,American government,568
桑德拉,Sandrala,568
感想,Feel,568
一日,One day,568
搂,hug,567
人命,Life,567
围着,Surround,567
活生生,living,567
簀,Bleak,567
熬,boil,567
备份,Backup,567
警署,Police station,567
痛恨,Hate,567
梦境,Dream,567
房地产,real estate,567
戴安娜,Diana,567
洛斯,Los,567
海湾,bay,567
摩,Gap,566
班上,Class in the class,566
悄悄,quietly,566
柜台,counter,566
莱拉,Laila,566
太早,Too early,566
转到,Turn to,566
訓練,train,566
莱纳,Lenne,566
请等一下,Please wait,565
俱,all,565
真遗憾,it's a pity,565
滚出,Roll out,565
推销,sell,565
药丸,pill,565
普拉,Prara,565
强制,Forced,565
莱克,Lake,565
匆忙,hurry,565
所长,Director,565
巧,skillful,565
子女,child,564
ﾚ,Bleak,564
鲁,Lu,564
情愿,Willingness,564
跳动,beat,564
弄出去,Go out,564
隊長,team leader,564
先前,previously,564
失落,Lose,564
可可,cocoa,564
殴打,Bend,564
猎杀,Hunter,563
优点,advantage,563
设,set up,563
打发,Pass,563
女婿,son in law,563
顯然,Obvious,563
从而,thereby,563
解,untie,563
照料,Take care of,563
虚构,imaginary,563
有鬼,Ghost,563
德國,Germany,563
再聊,Talk about,563
好球,nice shot,563
书店,bookstore,562
诸位,All,562
勁,strength,562
款,payment,562
产业,industry,562
那首歌,that song,562
能活,Be able to live,562
下雪,snow,562
臀部,Hip,562
討論,discuss,562
草坪,lawn,562
林先生,Mr. Lin,562
出庭,Go out in court,561
没变,Unchanged,561
某种程度,To a certain degree,561
约翰逊,Johnson,561
斯塔,Stub,561
住址,address,561
溜走,slip,561
迫使,force,561
命中,Hit,561
用途,use,561
签约,Sign a contract,561
年来,For the past year,561
什麼樣,What,561
本次,this time,561
唠叨,nagging,560
破案,Break the case,560
冻结,freeze,560
弗雷,Frey,560
亲热,affectionate,560
呼吁,call,560
体力,physical strength,560
最糟,Worst,560
戒,Abstinence,560
顺着,Along,560
何方,Where is,560
快上车,Get on the bus,560
摇摆,swing,560
自大,arrogant,559
双倍,Double,559
裹,wrap,559
不变,constant,559
瞄,aim,559
踪迹,trace,559
罗拉,Rogla,559
灭,Destroy,559
ﻙ,Bleak,559
告辞,Leave,559
亲切,kind,559
炮弹,Artillery shell,559
送死,Send to death,559
探测,Detect,559
前所未有,Unprecedented,559
飞往,Fly to,559
先到,First,559
门铃,doorbell,558
徒弟,apprentice,558
客,guest,558
置,Set,558
觀眾,audience,558
四十,forty,558
十三,Thirteen,558
招募,recruit,558
好受,Uncomfortable,558
门前,In front of the door,558
赎金,ransom,558
呈现,Present,557
支,branch,557
穿成,Wear,557
吨,Ton,557
五月,May,557
打斗,Fight,557
结了婚,Marry,557
山洞,Cave,557
冰蓝,Ice -blue,557
逃生,escape,557
部署,deploy,557
安全局,Security bureau,557
罚,Punish,557
核,nuclear,557
拦截,Intercept,557
想象力,Imagination,557
兔崽子,Rabbit,557
特种部队,Special forces,557
引力,gravitational,557
ﻀ,Bleak,556
禽兽,Beast,556
最先,First,556
叔,uncle,556
行政,administrative,556
恰当,appropriate,556
记载,Record,556
送給,Give,556
難以,difficult,556
无能,inability,556
演員,actor,556
掉头,Take ahead,556
闪亮,Shining,556
仇,hatred,556
圣地亚哥,San Diego,556
芭,Bab,556
幾天,Several days,556
卡罗尔,Corol,556
出国,Go abroad,556
输掉,Lose,556
答复,reply,556
进出,Go in and out,555
让你在,Make you,555
收购,Acquire,555
收费,TOLL,555
ń,bleak,555
伯伯,uncle,555
兄弟会,fraternity,555
孙女,granddaughter,555
蠂,Bleak,555
夺回,recapture,555
谷仓,barn,555
家属,Family member,555
无趣,Boring,555
美分,Beauty,554
算不上,Not,554
仪器,instrument,554
大侠,Hero,554
瑜伽,Yoga,554
莫里斯,Morris,554
好想你,really miss you,554
耳环,earrings,554
雇员,employee,554
几张,Several,554
火花,spark,554
解药,Antidote,554
与否,Or not,553
谴责,condemn,553
不看,dont see,553
哔,Beep,553
收留,Retain,553
落入,fall into,553
泰瑞,Tyri,553
晃,shake,553
勃起,erection,553
乳头,nipple,553
乱说,Bother,553
故乡,home,553
学者,scholar,552
一包,One pack,552
拿些,Take some,552
回顾,review,552
善,good,552
平台,platform,552
據,according to,552
不放,Not let go,552
立,stand,552
主持人,host,552
真美,gorgeous,552
成天,All day long,551
初次,First time,551
活得,Live,551
